Unnamed: 0,Position,Rating,Pace,Acceleration,Sprint Speed,Shooting,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Passing,Vision,Crossing,FK. Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Dribbling.1,Composure,Defending,Interceptions,Heading Accuracy,Marking,Standing Tackle,Sliding Tackle,Physicality,Jumping,Stamina,Strength,Aggression,Name,Club,Nation,League,Skills,Weak Foot,Intl. Rep,Foot,Height,Weight,Revision,Def. WR,Att. WR,Origin,Version,PS4 Games Played,Days in game,Acrobat,Aerial Threat,Clinical Finisher,Complete Defender,Complete Forward,Crosser,Distance Shooter,Dribbler,FK Specialist,Midfielder,Play Maker,Poacher,Speedster,Strength Spec,Tackler,Tactician,Avoids Using Weaker Foot,Backs Into Player,Chip Shot,Corner Specialist,Crosser - Early Crosser,Dives Into Tackles,Dribbler - Speed Dribbler,Flair,GK One On One,Giant Throw In,Injury Prone,Leadership,Long Throw,Long Thrower,One Club Player,Passing - Long Passer,Playmaker,Power Header,Puncher,Pushes Up For Corners,Selfish,Shooting - Chip Shot,Shooting - Finesse Shot,Shooting - Long Shot Taker,Sweeper Keeper,Takes Finesse Style Free Kicks,Takes Powerful Driven Free Kicks,Target Forward,Technical Dribbler,Tries To Beat Defensive Line,Ultimate Professional,games_day
4840,RM,69,79,80,79,64,60,67,66,63,56,52,62,64,56,47,67,64,55,72,75,73,60,68,72,52,42,28,72,38,47,41,68,78,78,63,64,Rodrigo Aliendro,Atlético Tucumán,Argentina,Primera División,3,3,1,Right,175,74,Normal,Med,Med,N\A, silver,649,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.817927171
4843,LM,69,82,83,82,59,62,57,64,59,62,50,61,62,68,63,62,50,58,70,80,77,60,71,70,59,27,37,38,24,20,29,64,70,86,60,47,Daisuke Kikuchi,Urawa Red Diamonds,Japan,Meiji Yasuda J1 League,3,4,1,Right,172,68,Normal,Med,High,N\A, silver,434,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.215686275
4851,RM,69,82,83,81,62,59,53,77,71,65,44,61,63,57,42,66,56,69,76,87,82,64,73,76,74,25,27,38,23,22,26,56,77,71,47,52,Eric Ocansey,KAS Eupen,Ghana,Belgium Pro League,4,4,1,Left,173,66,Normal,Med,Med,N\A, silver,605,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.694677871
4867,RM,69,91,91,91,67,74,67,68,64,63,67,55,59,62,40,59,38,56,73,86,78,66,70,73,56,36,36,54,29,41,26,61,82,62,65,45,Evans Kangwa,FC Arsenal Tula,Zambia,Russian Football Premier League,3,4,1,Right,180,71,Normal,Med,High,N\A, silver,1197,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.3529411760000003
4874,LM,69,77,75,79,69,64,68,73,70,65,61,62,58,64,52,67,60,60,73,79,79,65,70,73,52,30,18,58,31,26,35,65,60,68,67,57,Samuel Eduok,Kasimpaşa SK,Nigeria,Süper Lig,2,3,1,Left,176,82,Normal,Med,High,N\A, silver,384,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.075630252
4879,RM,69,78,79,77,57,49,59,60,53,54,49,68,68,72,51,71,67,56,67,76,73,71,68,67,59,61,67,48,63,59,64,49,55,63,46,37,Valeriy Luchkevych,Standard de Liège,Ukraine,Belgium Pro League,3,3,1,Right,178,65,Normal,High,High,N\A, silver,698,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.955182073
4881,LM,69,72,70,73,68,67,67,71,69,63,65,66,68,62,62,69,64,64,72,73,69,62,70,72,66,34,33,52,31,34,32,60,71,67,62,46,Nicolas Rajsel,KV Oostende,Slovenia,Belgium Pro League,3,4,1,Right,178,74,Normal,Med,Med,N\A, silver,358,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00280112
4896,LM,69,61,62,60,63,69,59,65,66,63,76,69,69,69,71,69,66,71,69,73,75,71,72,69,66,34,42,57,22,35,24,63,54,72,58,65,Gaël Danic,FC Lorient,France,Domino’s Ligue 2,3,3,2,Left,176,65,Normal,Med,Med,N\A, silver,418,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.170868347
4907,RM,69,75,77,74,66,67,64,70,68,56,69,65,65,70,64,65,59,66,69,80,80,70,67,69,71,33,27,37,33,35,34,65,71,74,64,56,Chris Burke,Kilmarnock,Scotland,Scottish Premiership,3,4,1,Right,175,68,Normal,Med,High,N\A, silver,442,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.2380952379999999
4914,RM,69,75,72,77,63,70,62,69,60,60,61,66,68,70,60,64,62,70,67,76,70,64,68,67,67,32,32,39,30,31,32,65,67,68,62,69,Lloyd Sam,D.C. United,Ghana,Major League Soccer,3,4,1,Right,173,73,Normal,Med,Med,N\A, silver,574,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607843137
4923,RM,69,69,68,69,56,67,49,64,59,55,59,70,69,76,57,70,67,70,73,74,67,66,69,73,60,50,56,39,46,52,57,59,57,59,61,55,Mihael Mikić,Sanfrecce Hiroshima,Croatia,Meiji Yasuda J1 League,3,3,1,Right,177,68,Normal,Med,High,N\A, silver,411,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.1512605040000001
4932,LM,69,67,60,72,65,68,63,70,68,65,55,69,68,71,62,70,67,68,71,73,80,68,71,71,63,40,42,36,38,43,39,66,72,64,59,86,Sławomir Peszko,Lechia Gdańsk,Poland,Ekstraklasa,3,4,2,Right,173,70,Normal,Med,High,N\A, silver,692,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.93837535
4937,LM,69,77,77,77,66,68,66,72,62,62,66,65,64,68,62,65,63,68,67,68,76,67,70,67,73,43,51,52,37,43,33,69,62,73,66,71,Johan Absalonsen,Adelaide United,Denmark,Hyundai A-League,3,3,1,Left,178,76,Normal,High,High,N\A, silver,520,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.456582633
4964,RM,69,59,58,60,69,71,68,70,69,63,70,70,73,71,71,69,67,73,69,67,68,64,68,69,72,62,65,60,62,63,59,66,67,75,63,63,Tim Matthys,KV Mechelen,Belgium,Belgium Pro League,3,3,1,Right,180,76,Normal,Med,High,N\A, silver,403,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.128851541
4965,LM,69,55,48,60,71,57,71,77,73,66,59,72,69,73,67,74,69,71,69,65,61,70,75,69,67,62,65,67,59,62,59,70,61,73,69,69,Stéphane Darbion,ESTAC Troyes,France,Ligue 1 Conforama,3,4,1,Left,183,77,Normal,Med,Med,N\A, silver,201,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.56302521
4982,RM,69,78,77,78,66,67,64,70,68,60,65,66,64,69,62,69,63,62,67,77,73,64,66,67,62,31,29,55,20,34,33,65,79,78,65,47,Carlos Esquivel,Deportivo Toluca,Mexico,LIGA Bancomer MX,3,3,1,Right,172,67,Normal,Med,High,N\A, silver,243,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6806722690000001
5018,LM,69,75,75,75,61,68,55,71,66,47,54,64,67,69,58,62,55,69,76,79,73,66,69,76,65,39,29,52,34,49,35,66,68,69,65,65,Aydın Karabulut,Antalyaspor,Turkey,Süper Lig,4,3,1,Left,178,70,Normal,Low,Med,N\A, silver,197,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5518207279999999
5019,LM,69,79,76,81,57,68,47,72,66,49,57,63,59,70,61,64,62,57,71,82,72,66,71,71,70,18,23,45,12,12,14,65,74,81,66,40,Danilo Soddimo,Frosinone,Italy,Calcio B,4,4,1,Right,180,70,Normal,Med,High,N\A, silver,871,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.43977591
5028,RM,69,74,78,71,62,66,63,64,58,58,70,65,63,67,65,67,65,55,71,66,76,68,70,71,61,38,40,56,28,43,36,61,53,66,62,56,Nikolay Dimitrov,FC Ural,Bulgaria,Russian Football Premier League,3,4,1,Left,175,76,Normal,Med,Med,N\A, silver,348,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974789916
5030,RM,69,64,67,62,65,61,66,62,66,70,65,69,71,66,61,70,69,68,74,67,60,65,76,74,68,45,43,60,46,40,48,60,37,54,73,40,Edgar Gerardo Lugo,Querétaro,Mexico,LIGA Bancomer MX,3,3,1,Right,181,68,Normal,Low,Med,N\A, silver,181,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5070028010000001
5034,LM,69,79,79,79,57,64,45,74,66,54,53,67,65,72,67,65,67,69,67,77,75,65,68,67,67,52,57,46,47,54,52,66,76,76,62,62,Nils Schouterden,KAS Eupen,Belgium,Belgium Pro League,3,3,1,Left,176,67,Normal,Med,Med,N\A, silver,462,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.294117647
5036,RM,69,82,81,83,64,65,67,66,65,54,38,59,55,59,49,65,55,49,76,75,55,54,75,76,59,41,39,77,39,35,36,66,72,74,66,52,Iriome González González,CD Lugo,Spain,LaLiga 1 I 2 I 3,3,4,1,Right,185,79,Normal,Low,Med,N\A, silver,665,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8627450980000002
5051,RM,69,77,75,78,71,63,72,77,71,59,63,63,63,69,67,59,62,64,66,82,80,57,73,66,61,34,53,58,27,24,19,67,59,80,67,53,Lossémy Karaboué,Valenciennes FC,Côte d'Ivoire,Domino’s Ligue 2,2,3,1,Right,172,73,Normal,Med,Med,N\A, silver,342,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957983193
5053,RM,69,70,66,73,67,77,67,68,66,61,55,66,71,65,51,66,67,56,66,70,61,64,68,66,63,53,54,52,55,52,48,62,71,72,63,45,Christian Schneuwly,FC Luzern,Switzerland,Raiffeisen Super League,3,3,1,Right,178,73,Normal,Med,Med,N\A, silver,321,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899159664
5054,RM,69,78,77,78,59,64,59,59,63,50,52,65,64,65,62,68,66,50,66,69,84,66,65,66,65,60,63,60,57,64,52,68,85,83,63,59,Yo Han Go,FC Seoul,Korea Republic,K LEAGUE Classic,3,3,1,Right,170,65,Normal,Med,Med,N\A, silver,393,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1008403359999999
5057,LM,69,82,88,78,66,61,61,80,68,66,59,64,62,64,63,67,58,74,72,82,78,60,67,72,72,46,49,50,45,46,40,75,68,84,72,74,Nejmeddin Daghfous,SV Sandhausen,Tunisia,Bundesliga 2,3,4,1,Right,178,77,Normal,High,High,N\A, silver,569,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.593837535
5066,LM,69,79,80,79,66,64,60,72,74,64,64,67,66,69,66,67,65,64,68,73,72,59,67,68,59,54,48,38,52,61,64,66,51,77,67,56,Elliott Bennett,Blackburn Rovers,Jamaica,EFL League One,3,3,1,Right,175,73,Normal,Med,Med,N\A, silver,448,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2549019609999998
5068,LM,69,77,76,78,63,67,60,68,64,59,73,68,72,68,71,68,65,66,68,87,91,59,66,68,62,54,60,52,54,52,54,67,85,66,63,76,Danny Swanson,Hibernian,Scotland,Scottish Premiership,3,3,1,Right,168,59,Normal,Med,Med,N\A, silver,520,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.456582633
5075,RM,69,75,75,75,65,68,64,63,68,56,70,63,66,68,53,65,55,58,67,79,64,70,69,67,59,31,44,47,25,27,23,64,61,68,64,62,Will Buckley,Bolton Wanderers,England,EFL Championship,3,4,1,Right,185,77,Normal,Med,High,N\A, silver,593,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.661064426
5082,RM,69,81,80,82,63,73,65,61,63,60,48,57,48,66,46,67,43,48,72,80,71,68,70,72,60,25,23,62,22,20,17,60,56,68,63,44,Éder Luiz Lima de Souza,Jeonbuk Hyundai Motors,Brazil,K LEAGUE Classic,3,2,1,Right,179,71,Normal,Low,Med,N\A, silver,1067,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9887955180000003
5083,RM,69,84,79,88,61,58,63,71,53,46,49,61,60,70,49,65,49,55,77,74,62,55,74,77,59,50,44,50,55,47,56,62,78,49,66,64,Abdoul Karim Yoda,Getafe CF,France,LaLiga Santander,4,3,1,Left,182,73,Normal,Med,Med,N\A, silver,10258,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.73389356
5086,LM,69,84,83,85,56,62,51,67,54,51,63,59,57,58,57,64,52,67,79,78,74,58,76,79,66,37,34,38,27,48,36,63,56,67,65,54,Rajiv van La Parra,Huddersfield Town,Holland,Premier League,4,3,1,Right,181,72,Normal,Med,Med,N\A, silver,3571,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10.00280112
5090,LM,69,79,80,79,65,66,65,66,64,66,67,64,64,65,57,65,63,63,65,74,74,64,67,65,74,39,47,49,24,45,36,69,73,79,69,56,Jamie Murphy,Brighton & Hove Albion,Scotland,Premier League,3,3,1,Right,178,72,Normal,Med,Med,N\A, silver,1011,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.831932773
5100,LM,69,70,70,70,66,67,64,70,64,68,63,66,64,68,53,68,67,65,70,68,64,66,69,70,60,35,44,58,30,30,27,71,63,73,72,66,Martyn Woolford,Grimsby Town,England,EFL League Two,3,3,1,Left,183,74,Normal,Med,Med,N\A, silver,852,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.386554622
5101,RM,69,83,84,83,61,66,67,63,53,50,33,62,63,61,44,65,61,56,70,82,84,64,66,70,51,20,12,64,16,16,18,67,79,76,61,68,Marley Watkins,Norwich City,Wales,EFL Championship,3,3,1,Left,178,65,Normal,Med,Med,N\A, silver,430,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.204481793
5106,LM,69,65,62,68,68,74,66,75,68,60,66,65,65,64,60,67,61,66,69,75,68,75,68,69,72,56,47,73,54,61,43,73,80,75,72,70,Chris Pontius,Philadelphia Union,United States,Major League Soccer,3,4,1,Right,183,77,Normal,Med,High,N\A, silver,303,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.848739496
5112,LM,69,78,77,78,64,70,62,66,71,60,47,61,61,61,75,59,60,69,73,73,71,68,74,73,61,27,23,52,23,29,17,56,68,66,55,44,Alberto Perea Correoso,Cádiz CF,Spain,LaLiga 1 I 2 I 3,3,3,1,Right,174,66,Normal,Med,Med,N\A, silver,588,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6470588240000001
5118,RM,69,58,51,63,62,72,66,60,58,47,54,71,65,76,75,71,72,70,65,80,83,72,66,65,74,38,42,65,39,31,25,63,81,73,58,59,Yasushi Endo,Kashima Antlers,Japan,Meiji Yasuda J1 League,3,2,1,Left,168,69,Normal,Med,Med,N\A, silver,324,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907563025
5130,LM,69,61,59,62,59,64,62,59,57,37,66,72,71,66,59,77,74,71,67,70,57,61,72,67,59,47,52,44,43,53,34,62,57,74,61,49,Marc Mateu Sanjuán,CD Numancia,Spain,LaLiga 1 I 2 I 3,2,3,1,Left,180,71,Normal,Med,Med,N\A, silver,431,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.207282913
5143,LM,69,82,82,82,70,70,68,78,69,59,75,58,59,48,64,68,40,68,73,73,58,73,70,73,63,39,43,68,29,37,34,68,45,78,63,76,Andreas Weimann,Derby County,Austria,EFL Championship,3,3,1,Right,178,76,Normal,Med,High,N\A, silver,483,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3529411759999999
5144,RM,69,72,76,68,63,64,55,72,70,66,60,68,68,68,69,70,65,69,70,78,84,66,70,70,65,35,53,34,17,42,32,54,64,74,46,44,Selçuk Alibaz,FC Hansa Rostock,Germany,3. Liga,3,3,1,Left,177,68,Normal,Med,Med,N\A, silver,845,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.366946779
5146,RM,69,81,82,80,61,66,56,64,65,59,67,68,67,68,72,68,65,71,69,84,80,57,68,69,60,45,49,51,35,49,50,65,76,74,60,65,Michael Jacobs,Wigan Athletic,England,EFL League One,3,3,1,Right,175,74,Normal,Med,High,N\A, silver,1130,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.1652661060000002
5168,RM,69,78,78,78,61,60,58,66,63,52,64,63,61,70,53,62,60,66,73,74,67,67,70,73,72,44,60,54,37,40,38,69,69,71,69,66,Luis Mendoza,Club Tijuana,Mexico,LIGA Bancomer MX,3,3,1,Right,172,75,Normal,Low,High,N\A, silver,411,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1512605040000001
5174,LM,69,65,66,65,66,63,59,79,71,49,70,74,68,72,84,75,74,80,68,70,69,67,71,68,60,52,57,47,53,51,52,60,56,65,61,53,Juan Muñiz Gallego,Nàstic,Spain,LaLiga 1 I 2 I 3,3,2,1,Left,178,74,Normal,Low,Med,N\A, silver,269,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.753501401
5177,RM,69,69,67,71,60,66,60,63,62,54,50,67,74,70,56,67,61,64,74,82,56,64,72,74,73,28,30,34,28,27,23,63,26,59,70,62,Haris Radetinac,Djurgårdens IF,Serbia,Allsvenskan,3,2,1,Right,187,73,Normal,Med,Med,N\A, silver,443,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.240896359
5181,LM,69,81,80,82,60,61,62,58,59,56,63,64,66,66,71,63,53,72,72,77,83,64,66,72,53,26,31,46,22,23,19,64,69,81,63,45,Ricky Holmes,Charlton Athletic,England,EFL League One,3,3,1,Right,172,75,Normal,Med,Med,N\A, silver,905,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.535014006
5189,RM,69,82,79,84,70,72,70,79,67,57,67,65,63,71,69,64,63,62,67,78,63,66,62,67,66,24,21,67,19,20,18,72,76,69,75,66,Marco Pérez,Deportes Tolima,Colombia,Liga Dimayor,3,3,1,Right,182,76,Normal,Low,Med,N\A, silver,344,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.9635854340000001
5202,RM,69,82,81,83,69,66,68,74,70,59,65,65,64,71,67,65,55,74,68,68,71,61,67,68,59,41,33,52,34,41,65,69,68,70,67,73,Christoph Hemlein,DSC Arminia Bielefeld,Germany,Bundesliga 2,2,3,1,Right,181,79,Normal,Med,Med,N\A, silver,642,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.798319328
5205,LM,69,88,85,90,61,59,57,71,65,59,54,63,62,66,62,66,53,69,68,83,76,64,67,68,63,38,37,46,32,42,40,65,77,84,58,57,Jakob Ankersen,Aarhus GF,Denmark,Alka Superliga,3,2,1,Right,179,72,Normal,Med,Med,N\A, silver,753,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1092436969999997
5211,RM,69,76,80,73,64,58,67,65,68,54,40,63,71,71,38,62,59,46,70,70,79,64,72,70,61,65,68,46,66,67,66,74,65,71,75,79,César Quintero,Deportes Tolima,Colombia,Liga Dimayor,3,3,1,Right,176,74,Normal,Med,Med,N\A, silver,364,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.019607843
5217,LM,69,88,89,87,64,62,64,66,68,45,52,61,64,66,50,60,54,60,74,83,91,62,69,74,61,29,21,34,30,31,30,56,83,54,56,52,Callum Harriott,Reading,England,EFL Championship,3,3,1,Left,165,66,Normal,Med,Med,N\A, silver,1725,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.831932773
5222,LM,69,87,90,84,66,64,67,70,65,54,53,59,63,62,52,62,49,51,72,85,86,64,66,72,63,16,17,44,13,12,11,73,59,74,75,68,Onel Hernández,Eintracht Braunschweig,Cuba,Bundesliga 2,3,3,1,Right,172,76,Normal,Med,High,N\A, silver,1595,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.467787115
5233,RM,69,74,73,74,62,65,57,71,68,50,64,67,66,63,60,71,68,65,67,73,90,65,73,67,67,64,64,63,65,65,62,66,72,77,66,52,Armando Zamorano,Querétaro,Mexico,LIGA Bancomer MX,2,4,1,Right,165,67,Normal,Med,Med,N\A, silver,133,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37254902
5238,LM,69,79,80,78,63,66,61,70,67,45,52,65,65,65,68,65,62,72,68,81,66,67,70,68,56,31,28,58,27,30,22,60,69,65,64,40,Eirik Ulland Andersen,Strømsgodset IF,Norway,Eliteserien,4,3,1,Right,181,73,Normal,Med,High,N\A, silver,378,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.058823529
